#dataset,iter_no,mypso,ndpso
3893,2,1.4086378738,1.7604166667
3893,3,1.4086378738,1.7604166667
3893,4,1.4086378738,1.7604166667
3893,5,1.4086378738,1.7604166667
3893,6,1.4086378738,1.7604166667
3893,7,1.4086378738,1.7604166667
3893,8,1.4086378738,1.7604166667
3893,9,2.7006369427,1.7604166667
3894,0,0.2574511819,0.7147651007
3894,1,0.2574511819,0.7147651007
3894,2,0.2574511819,0.7147651007
3894,3,0.2574511819,0.7147651007
3894,4,0.2574511819,0.7147651007
3894,5,0.2574511819,0.7147651007
3894,6,0.2574511819,0.7147651007
3894,7,0.2574511819,0.7147651007
3894,8,0.2574511819,0.7147651007
3894,9,0.2574511819,0.7147651007
3895,0,3.8916666667,5.3565217391
3895,1,3.8916666667,5.3565217391
3895,2,3.8916666667,5.3565217391
3895,3,3.8916666667,5.3565217391
3895,4,3.8916666667,5.3565217391
3895,5,3.7967479675,5.3565217391
3895,6,3.8916666667,5.3565217391
3895,7,3.8916666667,5.3565217391
3895,8,3.8916666667,5.3565217391
3895,9,3.8916666667,5.3565217391
3896,0,0.6202247191,1.6367521368
3896,1,0.6202247191,1.6367521368
3896,2,0.6202247191,1.6367521368
3896,3,0.6202247191,1.6367521368
3896,4,0.6202247192,1.6367521368
3896,5,0.6202247191,1.6367521368
3896,6,0.6202247197,1.6367521368
3896,7,0.6202247191,1.6367521368
3896,8,0.6202247191,1.6367521368
3896,9,0.6202247191,1.6367521368
3897,0,0.4974656046,0.7633410673
3897,1,0.4974656046,0.7633410673
3897,2,0.4974656046,0.7633410673
3897,3,0.4974656046,0.7633410673
3897,4,0.5300925926,0.7633410673
3897,5,0.4974656047,0.7633410673
3897,6,0.5300925926,0.7633410673
3897,7,0.4974656046,0.7633410673
3897,8,0.4974656124,0.7633410673
3897,9,0.4974656046,0.7633410673
3898,0,0.0395783894,0.2136752137
3898,1,0.0352404978,0.2136752137
3898,2,0.0359906357,0.2136752137
3898,3,0.0792682927,0.2136752137
3898,4,0.0396644592,0.2136752137
3898,5,0.053997925,0.2136752137
3898,6,0.034257739,0.2136752137
3898,7,0.0373200545,0.2136752137
3898,8,0.0340404264,0.2136752137
3898,9,0.0337266028,0.2136752137
3899,0,0.1325983114,0.5460526316
3899,1,0.127938932,0.5460526316
3899,2,0.1750159492,0.5460526316
3899,3,0.1782128652,0.5460526316
3899,4,0.6274944568,0.5460526316
3899,5,0.2100965108,0.5460526316
3899,6,0.6206140351,0.5460526316
3899,7,0.0903111454,0.5460526316
3899,8,0.131200742,0.5460526316
3899,9,0.167459153,0.5460526316
3900,0,0.0706298582,0.2002902758
3900,1,0.0571923744,0.2002902758
3900,2,0.0728809072,0.2002902758
3900,3,0.3005464481,0.2002902758
3900,4,0.3793103448,0.2002902758
3900,5,0.2473763118,0.2002902758
3900,6,0.3005464481,0.2002902758
3900,7,0.0421711745,0.2002902758
3900,8,0.3793103448,0.2002902758
3900,9,0.1061093248,0.2002902758
3901,0,0.3732119636,0.77593361
3901,1,1.1908713693,0.77593361
3901,2,1.3225806452,0.77593361
3901,3,1.1908713693,0.77593361
3901,4,0.2642822032,0.77593361
3901,5,0.4135446686,0.77593361
3901,6,0.3069524155,0.77593361
3901,7,0.4189781022,0.77593361
3901,8,0.3920765155,0.77593361
3901,9,0.5671936759,0.77593361
3902,0,0.2584695569,0.5513078471
3902,1,1.1135135135,0.5513078471
3902,2,0.2000673198,0.5513078471
3902,3,0.2724870137,0.5513078471
3902,4,0.8655462185,0.5513078471
3902,5,0.2029713885,0.5513078471
3902,6,0.1866810923,0.5513078471
3902,7,0.1751137384,0.5513078471
3902,8,0.1879564141,0.5513078471
3902,9,0.1783568107,0.5513078471
3903,0,0.4108187135,0.2468619247
3903,1,0.0632968882,0.2468619247
3903,2,0.1413480885,0.2468619247
3903,3,0.0992372707,0.2468619247
3903,4,0.4066570188,0.2468619247
3903,5,0.5793814433,0.2468619247
3903,6,0.1415617129,0.2468619247
3903,7,0.0919160146,0.2468619247
3903,8,0.0864352152,0.2468619247
3903,9,0.0980460572,0.2468619247
3904,0,1.7906976744,2.9298245614
3904,1,1.3879369847,2.9298245614
3904,2,1.3802816993,2.9298245614
3904,3,5.1090047393,2.9298245614
3904,4,4.7280701754,2.9298245614
3904,5,1.2787663108,2.9298245614
3904,6,1.2125990277,2.9298245614
3904,7,4.7280701754,2.9298245614
3904,8,1.4706684857,2.9298245614
3904,9,5.2330097087,2.9298245614
3905,0,0.3642707384,0.8550724638
3905,1,0.2829910718,0.8550724638
3905,2,0.4472455649,0.8550724638
3905,3,0.2942263617,0.8550724638
3905,4,1.7230215827,0.8550724638
3905,5,1.3123287671,0.8550724638
3905,6,0.4212977339,0.8550724638
3905,7,0.356133829,0.8550724638
3905,8,0.9917184265,0.8550724638
3905,9,2.1479820628,0.8550724638
3906,0,0.0858877731,0.2666666667
3906,1,0.3944444444,0.2666666667
3906,2,0.0753788304,0.2666666667
3906,3,0.1195957327,0.2666666667
3906,4,0.1117860311,0.2666666667
3906,5,0.0683351457,0.2666666667
3906,6,0.4885321101,0.2666666667
3906,7,0.0930537353,0.2666666667
3906,8,0.197039778,0.2666666667
3906,9,0.4119922631,0.2666666667
3907,0,0.2678759374,0.7974683544
3907,1,0.4376470674,0.7974683544
3907,2,0.2913083523,0.7721518987
3907,3,0.3136628538,0.7721518987
3907,4,0.6642857143,0.7721518987
3907,5,0.2695634116,0.7721518987
3907,6,0.2906912457,0.7721518987
3907,7,0.316068909,0.7974683544
3907,8,0.3916594062,0.7974683544
3907,9,0.4376470591,0.7974683544
3908,0,0.0911517301,0.2515463918
3908,1,0.109627254,0.2515463918
3908,2,0.4226804124,0.2515463918
3908,3,0.1722689076,0.2515463918
3908,4,0.1166761528,0.2515463918
3908,5,0.1311331921,0.2515463918
3908,6,0.0905669175,0.2515463918
3908,7,0.09115163,0.2515463918
3908,8,0.0872744739,0.2515463918
3908,9,0.1274083282,0.2515463918
3909,0,0.0656821292,0.2040816327
3909,1,0.0889942075,0.2040816327
3909,2,0.0742857143,0.2040816327
3909,3,0.413202934,0.2040816327
3909,4,0.0570753124,0.2040816327
3909,5,0.2620155039,0.2040816327
3909,6,0.058332602,0.2040816327
3909,7,0.0554841262,0.2040816327
3909,8,0.0842474674,0.2040816327
3909,9,0.0830875123,0.2040816327
3910,0,0.6196661372,1.5435684647
3910,1,0.7629796848,1.5435684647
3910,2,0.6851036948,1.5435684647
3910,3,3.0178571429,1.5435684647
3910,4,0.8700129206,1.5435684647
3910,5,0.6081793229,1.6607142857
3910,6,2.8049792531,1.5435684647
3910,7,3.0178571429,1.5435684647
3910,8,0.7833212394,1.5435684647
3910,9,0.6647045462,1.5435684647
3911,0,0.2382276919,0.9957264957
3911,1,0.1437744696,0.9957264957
3911,2,0.1652049456,0.9957264957
3911,3,0.1958763978,0.9957264957
3911,4,0.1676836955,0.9957264957
3911,5,0.147291848,0.9957264957
3911,6,0.1834320304,0.9957264957
3911,7,0.2265525121,0.9957264957
3911,8,0.1805229121,0.9957264957
3911,9,0.1829103264,0.9957264957
3912,0,0.2380288238,0.5414847162
3912,1,0.1672104844,0.5414847162
3912,2,0.2197431991,0.5414847162
3912,3,0.1777889048,0.5414847162
3912,4,0.2419659735,0.5414847162
3912,5,0.2029330163,0.5414847162
3912,6,0.2842865075,0.5414847162
3912,7,0.7452692868,0.5414847162
3912,8,0.1633697599,0.5414847162
3912,9,0.1899142661,0.5414847162
3913,0,0.9248885344,2.7469387755
3913,1,0.7121418505,2.7469387755
3913,2,0.7955226649,2.7469387755
3913,3,1.110484785,2.7469387755
3913,4,1.0625674219,2.7469387755
3913,5,1.1740166971,2.7469387755
3913,6,0.8176695875,2.7469387755
3913,7,1.2421185372,2.7469387755
3913,8,0.8566170256,2.7469387755
3913,9,0.782414835,2.7469387755
3914,0,0.1848390447,0.2912423625
3914,1,0.5779220779,0.2912423625
3914,2,0.5779220779,0.2912423625
3914,3,1.0787878788,0.2912423625
3914,4,0.3090277778,0.2912423625
3914,5,0.3625254582,0.2912423625
3914,6,0.102890187,0.2912423625
3914,7,0.1575221239,0.2912423625
3914,8,0.1618181818,0.2912423625
3914,9,0.2411924119,0.2912423625
3915,0,0.3255172414,0.2124137931
3915,1,0.3570347958,0.2124137931
3915,2,0.1005538986,0.2124137931
3915,3,0.1984861228,0.2124137931
3915,4,0.0930257401,0.2124137931
3915,5,0.0935765407,0.2124137931
3915,6,0.378812199,0.2124137931
3915,7,0.1139546113,0.2124137931
3915,8,0.3255172414,0.2124137931
3915,9,0.378812199,0.2124137931
3916,0,5.3481349911,5.3486842105
3916,1,5.3481349911,5.3529411765
3916,2,5.3481349911,5.3552631579
3916,3,5.3481349911,5.3618421053
3916,4,5.3481349911,5.3578431373
3916,5,5.3481349911,5.3574879227
3916,6,5.3481349911,5.362745098
3916,7,5.3481349911,5.3623188406
3916,8,5.3481349911,5.3578431373
3916,9,5.3481349911,5.3526570048
3917,0,4.1952908587,4.2030075188
3917,1,4.1952908587,4.2024169184
3917,2,4.1952908587,4.2030075188
3917,3,4.1952908587,4.1963746224
3917,4,4.1952908587,4.208
3917,5,4.1952908587,4.208
3917,6,4.1952908587,4.2255639098
3917,7,4.1952908587,4.2
3917,8,4.1952908587,4.2265861027
3917,9,4.1952908587,4.2218045113
3918,0,2.205338809,2.2073732719
3918,1,2.205338809,2.2089093702
3918,2,2.205338809,2.209009009
3918,3,2.205338809,2.2144144144
3918,4,2.205338809,2.2126126126
3918,5,2.205338809,2.2073732719
3918,6,2.205338809,2.2058371736
3918,7,2.205338809,2.2073732719
3918,8,2.205338809,2.218018018
3918,9,2.205338809,2.2156862745
3919,0,17.8967551622,17.9504132231
3919,1,17.8967551622,17.9855072464
3919,2,17.8967551622,17.9090909091
3919,3,17.8967551622,17.9958677686
3919,4,17.8967551622,17.9256198347
3919,5,17.8967551622,17.9834710744
3919,6,17.8967551622,17.9173553719
3919,7,17.8967551622,18.1570247934
3919,8,17.8967551622,17.9049586777
3919,9,17.8967551622,18.0371900826
3920,0,8.5684039088,8.5865168539
3920,1,8.5684039088,8.6018518519
3920,2,8.5684039088,8.5887640449
3920,3,8.5684039088,8.6134831461
3920,4,8.5684039088,8.595505618
3920,5,8.5684039088,8.6018518519
3920,6,8.5684039088,8.6229508197
3920,7,8.5684039088,8.5842696629
3920,8,8.5684039088,8.5833333333
3920,9,9.513562387,8.606741573
3921,0,4.7951020409,4.8009630819
3921,1,4.7951020408,4.814516129
3921,2,4.7951020408,4.820083682
3921,3,4.7951020408,4.8314606742
3921,4,4.7951020408,4.8179916318
3921,5,4.7951020408,4.8221757322
3921,6,4.7951020408,4.820083682
3921,7,4.7951020408,4.8041733547
3921,8,4.7951020408,4.8158995816
3921,9,4.7951020408,4.8075313808
3922,0,26.9633027523,27
3922,1,26.9633027523,27.0687830688
3922,2,26.9633027523,27.1216931217
3922,3,26.9633027523,27.0309278351
3922,4,26.9633027523,26.9896907216
3922,5,26.9633027523,26.9947089947
3922,6,26.9633027523,27.0052910053
3922,7,26.9633027523,27.0731707317
3922,8,26.9633027523,27.2698412698
3922,9,26.9633027523,27.0582010582
3923,0,7.0963081862,7.1354166667
3923,1,7.0963081862,7.1125
3923,2,7.0963081862,7.1104166667
3923,3,7.0963081862,7.1192468619
3923,4,7.0963081862,7.1276150628
3923,5,7.0963081862,7.1087866109
3923,6,7.0963081862,7.1150627615
3923,7,7.0963081862,7.1020833333
3923,8,7.0963081862,7.1108786611
3923,9,7.0963081862,7.1380753138
3924,0,11.6333699232,11.654676259
3924,1,11.6333699232,11.6402877698
3924,2,11.6333699232,11.6834532374
3924,3,11.6333699232,11.6390532544
3924,4,11.6333699232,11.650887574
3924,5,11.6333699232,11.6677966102
3924,6,11.6333699232,11.6686390533
3924,7,11.6333699232,11.6479289941
3924,8,11.6333699232,11.6952662722
3924,9,11.6333699232,11.6597633136
3925,0,3.2883621194,2.8648648649
3925,1,12.8481012658,2.7142857143
3925,2,18.125,2.7352941176
3925,3,16.1111111111,3.2077922078
3925,4,4.9754906238,2.7340425532
3925,5,4.848726123,3
3925,6,2.4907749749,2.7797619048
3925,7,3.2307858421,3.0264550265
3925,8,4.0763052209,2.7368421053
3925,9,4.1769547325,2.75
3926,0,1.2727430269,1.1012658228
3926,1,6.9781420765,1.1666666667
3926,2,1.4475425347,1.0865671642
3926,3,7.623880597,1.0544217687
3926,4,2.0596774194,1.328358209
3926,5,6.9781420765,1.1611721612
3926,6,5.3097713098,1.1012658228
3926,7,1.624645959,1.2115384615
3926,8,5.3097713098,1.112244898
3926,9,1.1706527326,1.1455696203
3927,0,1.5606736008,0.8184281843
3927,1,4.364265928,0.8098360656
3927,2,5.9904942966,0.8739837398
3927,3,1.1997937377,0.8327868852
3927,4,0.995892908,0.9034482759
3927,5,1.9855072464,0.9034482759
3927,6,1.0926219447,0.875862069
3927,7,0.8147507112,0.9390243902
3927,8,1.6334888544,0.9731800766
3927,9,1.1601594791,0.8897338403
3928,0,5.7416841601,4.2281879195
3928,1,8.0715268798,4.4086021505
3928,2,4.931769175,4.5058139535
3928,3,58.099009901,4.5428571429
3928,4,31.5483870968,3.9230769231
3928,5,8.479396084,4.0523255814
3928,6,7.824,4.3959731544
3928,7,6.6530650576,3.8895348837
3928,8,27.9428571429,3.9224137931
3928,9,34.1162790698,3.9909502262
3929,0,2.150894171,1.600973236
3929,1,1.3604810545,1.5326633166
3929,2,2.1054955418,1.48
3929,3,2.254047868,1.53930131
3929,4,1.6512110949,1.6951219512
3929,5,1.8176356207,1.5057208238
3929,6,1.5392654002,1.5414847162
3929,7,1.6703883228,1.5040650407
3929,8,2.2826100676,1.6666666667
3929,9,1.7236423268,1.5358851675
3930,0,2.0237044497,1.6114864865
3930,1,2.3404655652,1.376953125
3930,2,3.0714285714,1.440509915
3930,3,2.217561711,1.4429012346
3930,4,1.5652861697,1.6855123675
3930,5,1.793889345,1.3557522124
3930,6,2.2639805063,1.5086805556
3930,7,2.6197503691,1.3515789474
3930,8,2.102871119,1.3040540541
3930,9,1.4302080414,1.425
3931,0,10.9378733573,7.2405063291
3931,1,7.610242086,7.043062201
3931,2,6.0468207286,6.8947368421
3931,3,43.8038277512,6.9069767442
3931,4,10.0273822566,7.3057324841
3931,5,10.0054644818,7.3958333333
3931,6,8.1233895565,7.2784810127
3931,7,11.7522464703,7.3958333333
3931,8,14.6714743596,6.7898089172
3931,9,10.3916004545,7
3932,0,4.3895582488,3.0082417582
3932,1,4.4900234742,2.8642857143
3932,2,4.5272189397,2.5174825175
3932,3,4.0831718229,3.006557377
3932,4,4.124660282,2.6107226107
3932,5,3.9953002622,2.908045977
3932,6,5.0203332696,2.5357142857
3932,7,5.0668874172,3.350132626
3932,8,5.1074766365,2.5930232558
3932,9,17.8344988345,2.4032786885
3933,0,2.4731349931,1.8933333333
3933,1,1.7808914214,1.6860902256
3933,2,2.514125448,1.6811989101
3933,3,2.8181474573,1.8686567164
3933,4,2.8783233599,1.9509536785
3933,5,2.6163688379,1.8705673759
3933,6,2.2901527278,2
3933,7,2.3320853372,2.1081081081
3933,8,2.2034326646,1.6576576577
3933,9,2.9591298318,1.9248554913
3934,0,3.2,1.930875576
3934,1,15.3367875648,1.8109243697
3934,2,12.8695652174,1.9124423963
3934,3,12.4369747899,2.125
3934,4,12.8695652174,1.8260869565
3934,5,14.0952380952,1.8497409326
3934,6,18.7341772152,1.9558823529
3934,7,2.8298285835,1.9021276596
3934,8,15.4166666667,1.8801843318
3934,9,15.3367875648,1.8289473684
3935,0,5.4722222222,0.9637096774
3935,1,1.2805018808,1.0324074074
3935,2,6.0687203791,0.9224806202
3935,3,6.0687203791,0.8851351351
3935,4,1.8956328646,0.9814814815
3935,5,1.2408187824,0.9516129032
3935,6,6.0687203791,1.1064814815
3935,7,1.2063118331,0.9223300971
3935,8,1.4534619805,0.9597156398
3935,9,5.768018018,0.9560723514
3936,0,1.6831804282,0.9247787611
3936,1,0.8778943616,0.9212253829
3936,2,1.0805158377,0.8796498906
3936,3,0.997149116,0.9506726457
3936,4,2.2265372169,0.8599562363
3936,5,3.3196622437,0.8838709677
3936,6,1.2070265759,0.9870967742
3936,7,6.0218818381,0.9380530973
3936,8,1.2292060437,0.9115044248
3936,9,1.1841652513,0.990521327
3937,0,24.0127659574,4.4554455446
3937,1,30.3387096774,4.404040404
3937,2,23.4149377593,3.9086021505
3937,3,5.1218261911,4.502283105
3937,4,8.9856687898,4.2892561983
3937,5,4.754349403,4.595959596
3937,6,27.2608695652,4.3768115942
3937,7,46.6363636364,4.38647343
3937,8,46.6363636364,4.9063829787
3937,9,10.0588257091,4.0638297872
3938,0,2.4112533199,2.75
3938,1,2.3551557182,2.7374631268
3938,2,2.8040660601,2.6242299795
3938,3,2.4435058296,2.6064516129
3938,4,3.909387223,2.502617801
3938,5,3.3335189861,2.4221453287
3938,6,3.2113042329,2.6686746988
3938,7,3.7434851897,2.502617801
3938,8,3.1335965546,2.8516129032
3938,9,4.0630081301,2.4397590361
3939,0,3.6525536927,2.55
3939,1,3.9317931793,2.1555555556
3939,2,4.4647095572,2.1475694444
3939,3,9.581769437,2.1742627346
3939,4,10.3294797688,2.4561403509
3939,5,21.4011976048,2.0621387283
3939,6,21.4011976048,2.1197916667
3939,7,3.3973384068,2.3090277778
3939,8,3.3370681616,2.1644444444
3939,9,12.4097222222,2.3227272727
3940,0,7.7230272819,6.153526971
3940,1,44.682464455,6.5786516854
3940,2,45.5458937198,6.2946058091
3940,3,57.487804878,6.9468599034
3940,4,10.4531475962,6.625
3940,5,7.3205644777,6.8988764045
3940,6,10.1704470365,6.2578125
3940,7,7.8269901229,6.6976744186
3940,8,9.1182413325,6.4573643411
3940,9,16.0613287935,7.5057471264
3941,0,4.9267627684,3.6834170854
3941,1,3.8332659979,3.5125628141
3941,2,3.9708617163,3.4625322997
3941,3,3.9755261069,3.3197278912
3941,4,3.7928657612,3.3076923077
3941,5,4.9032032981,3.3216080402
3941,6,3.787317364,3.3065326633
3941,7,3.09764974,3.3320158103
3941,8,5.323196953,3.040201005
3941,9,3.7150633039,3.4433962264
3942,0,15.7303921569,2.6557863501
3942,1,3.3555357082,2.7373271889
3942,2,17.8277777778,2.8427299703
3942,3,3.7497413641,2.5518518519
3942,4,4.9017311609,2.4316436252
3942,5,14.0540145985,2.6040609137
3942,6,13.0270635995,2.5795620438
3942,7,17.8277777778,2.5445255474
3942,8,14.0540145985,2.6013986014
3942,9,14.0540145985,2.6487603306
3943,0,8.3719912473,8.2904564315
3943,1,8.7351598174,8.2944162437
3943,2,8.3719912473,8.265560166
3943,3,8.3719912473,8.3692946058
3943,4,8.7351598174,8.2791878173
3943,5,8.7351598174,8.4010152284
3943,6,8.3719912473,8.3278008299
3943,7,8.7351598174,8.3858921162
3943,8,8.7351598174,8.3609958506
3943,9,8.7351598174,8.2821576763
3944,0,3.3399053628,3.3735224586
3944,1,3.3399053628,3.3641025641
3944,2,3.3399053628,3.3593380615
3944,3,3.3399053628,3.3522458629
3944,4,3.3399053628,3.3617021277
3944,5,3.3399053628,3.3583138173
3944,6,3.3399053632,3.358974359
3944,7,3.3399053628,3.3758865248
3944,8,3.3399053628,3.3640661939
3944,9,3.3399053628,3.3743589744
3945,0,2.1422805247,2.1509846827
3945,1,2.1422805247,2.1600928074
3945,2,2.1422805247,2.1545189504
3945,3,2.1422805247,2.1519607843
3945,4,2.1422805247,2.1472303207
3945,5,2.1422805248,2.1593137255
3945,6,2.1422805247,2.1553610503
3945,7,2.1422805247,2.1516034985
3945,8,2.1422805247,2.1466083151
3945,9,2.1422805247,2.1693735499
3946,0,17.2334047109,16.6333333333
3946,1,17.2334047109,16.6283185841
3946,2,17.2334047109,16.7266666667
3946,3,17.2334047109,16.7266666667
3946,4,17.2334047109,16.7266666667
3946,5,16.4918032793,16.5398230088
3946,6,17.2334047109,16.7619047619
3946,7,16.491803281,16.6666666667
3946,8,16.4918032793,16.610619469
3946,9,16.4918032787,16.6466666667
3947,0,7.1817334576,7.2751677852
3947,1,7.6221562809,7.2096774194
3947,2,7.1817334576,7.2103825137
3947,3,7.1817334576,7.2399193548
3947,4,7.1817334577,7.2580645161
3947,5,7.181733458,7.2540983607
3947,6,8.939675174,7.1946308725
3947,7,7.1817334584,7.1967213115
3947,8,7.1817334589,7.218579235
3947,9,7.6221562809,7.255033557
3948,0,3.5056584362,3.5259146341
3948,1,3.5056584363,3.5981308411
3948,2,3.7098530212,3.5177935943
3948,3,3.5056788983,3.5338078292
3948,4,3.5056584362,3.5213523132
3948,5,3.7098530212,3.5350609756
3948,6,3.5056584362,3.5514018692
3948,7,3.5056584362,3.534733441
3948,8,3.7098530212,3.52180937
3948,9,3.5056584362,3.5213523132
3949,0,19.1314387211,18.1666666667
3949,1,17.9816360605,18.1078431373
3949,2,17.9816360601,18.0490196078
3949,3,17.9816360601,18.1379310345
3949,4,17.9816360601,18.1513513514
3949,5,17.9816360601,18.2156862745
3949,6,17.9816360601,18.1323529412
3949,7,19.1314387211,18.1421568627
3949,8,17.9816360601,18.1675675676
3949,9,17.9816360601,18.227027027
3950,0,10.1704681873,10.3144876325
3950,1,10.7786259542,10.255952381
3950,2,10.7786259542,10.1940298507
3950,3,10.7786259542,10.2447761194
3950,4,10.7786259542,10.328358209
3950,5,10.1704681875,10.2438162544
3950,6,10.170468188,10.2614840989
3950,7,10.1704681873,10.3104477612
3950,8,10.1704681873,10.2720848057
3950,9,10.7786259542,10.2321428571
3951,0,7.0708446872,7.1489971347
3951,1,7.0708446866,7.0888252149
3951,2,7.070844687,7.1686541738
3951,3,7.0708446866,7.1822827939
3951,4,7.0708446867,7.1776504298
3951,5,7.0708446867,7.1157635468
3951,6,7.070844689,7.0902896082
3951,7,7.0708446867,7.2464183381
3951,8,7.0708446866,7.1601362862
3951,9,7.0708446873,7.1192504259
3952,0,34.0784313725,3.3384615385
3952,1,34.0784313725,3.2434210526
3952,2,3.9862391724,3.0203045685
3952,3,18.3915343915,3.0945945946
3952,4,53.4769230769,3.3618421053
3952,5,15.1130434783,3.1486486486
3952,6,34.0784313725,2.9217391304
3952,7,34.0784313725,3.0882352941
3952,8,3.6904512883,3.6568627451
3952,9,93.9459459459,2.9285714286
3953,0,10.6952141058,1.1848739496
3953,1,2.458598726,1.1511335013
3953,2,2.1696474195,1.2922636103
3953,3,1.9300006162,1.1976470588
3953,4,12.0968660969,1.2569269521
3953,5,1.3627899573,1.2136752137
3953,6,9.9905882353,1.2109375
3953,7,9.2505446623,1.1960784314
3953,8,2.0325516777,1.2518891688
3953,9,1.7480458604,1.2369791667
3954,0,7.8240534521,0.9074074074
3954,1,4.9900568182,0.8071216617
3954,2,0.9010960706,0.8189910979
3954,3,4.7408906883,1.4444444444
3954,4,4.9900568182,0.855233853
3954,5,7.8240534521,0.8366477273
3954,6,1.7635542169,0.7921727395
3954,7,9.0076923077,0.9565217391
3954,8,4.7408906883,0.8877721943
3954,9,7.8240534521,0.9331848552
3955,0,7.14545516,3.8965517241
3955,1,5.8162505731,4.2666666667
3955,2,6.6050631575,4.3827160494
3955,3,5.3296628103,3.947761194
3955,4,4.355074113,4.2164179104
3955,5,4.8690338638,3.9496402878
3955,6,6.0463976205,4.2446043165
3955,7,6.0267287438,4.4615384615
3955,8,24.8959276018,3.8656716418
3955,9,6.2809407636,3.9950738916
3956,0,5.5135525874,2.9965397924
3956,1,4.0805950173,2.7248459959
3956,2,6.0835164835,2.841889117
3956,3,4.3867324022,2.8118811881
3956,4,17.0513347023,2.987804878
3956,5,20.5544554455,3
3956,6,4.1943039046,3.0899653979
3956,7,3.7491736813,3.0531914894
3956,8,3.7138352236,2.8516483516
3956,9,5.7626648206,3.0838509317
3957,0,2.8552472456,1.8247566064
3957,1,1.9824940206,1.7806122449
3957,2,1.9576651142,2.0085324232
3957,3,2.1447652651,1.8265306122
3957,4,2.8760368332,1.8075396825
3957,5,3.1271297057,1.6855524079
3957,6,4.3720825853,2.0226628895
3957,7,2.149881114,1.8214285714
3957,8,3.0964952794,1.7591397849
3957,9,2.3904083592,1.8265306122
3958,0,10.7048646365,8.2446808511
3958,1,10.0615388055,8.3101851852
3958,2,18.3663366337,10.1904761905
3958,3,10.7052418196,7.3261802575
3958,4,10.652191702,7.6898148148
3958,5,11.6205673739,8
3958,6,10.848185741,9.0223214286
3958,7,16.6770489634,9.2328767123
3958,8,12.5232584267,8.4761904762
3958,9,9.9961679781,8.5753424658
3959,0,5.1060469552,3.5748502994
3959,1,6.5784883721,3.5754527163
3959,2,27.463592233,3.6601941748
3959,3,5.5685508253,3.5070422535
3959,4,6.7917169172,3.7065868263
3959,5,3.9347940888,3.7423469388
3959,6,4.854371403,3.6680080483
3959,7,22.7665995976,3.8682634731
3959,8,22.7665995976,3.4742268041
3959,9,4.7384988055,3.4731182796
3960,0,4.1620882431,2.2740641711
3960,1,3.3479573438,2.4144385027
3960,2,2.8353130945,2.3193548387
3960,3,3.6862437302,2.1961077844
3960,4,4.1738992596,2.3696498054
3960,5,4.124033732,2.3385214008
3960,6,2.8706463264,2.3493975904
3960,7,2.9335273989,2.5225903614
3960,8,2.6778833391,2.1658374793
3960,9,4.9398148684,2.3026819923
3961,0,3.0009259347,2.0289256198
3961,1,15.3018867925,2.0824742268
3961,2,13.4049586777,2.0217391304
3961,3,3.2478283366,2.0634920635
3961,4,15.3018867925,2.0444444444
3961,5,5.4521008403,2.1919642857
3961,6,3.8711217188,2.0702479339
3961,7,3.9657701763,2.1296296296
3961,8,3.0383125652,2.1375661376
3961,9,3.2834008102,2.1030927835
3962,0,8.2434782609,1.6119402985
3962,1,10.7422096317,1.8103448276
3962,2,2.3065757268,1.77734375
3962,3,2.9079754641,1.9679715302
3962,4,8.2434782609,1.9555555556
3962,5,2.6817538916,1.6717391304
3962,6,14.8125,1.7592592593
3962,7,9.1594202899,1.9222222222
3962,8,2.7699050402,1.7333333333
3962,9,2.6723048912,1.7793594306
3963,0,9.022172949,0.7649667406
3963,1,5.5135501355,0.7678571429
3963,2,1.9995085995,0.7904761905
3963,3,6.1745068285,0.7378151261
3963,4,1.0932307973,0.7682539683
3963,5,6.1745068285,0.7556904401
3963,6,12.4054878049,0.7485380117
3963,7,9.2899543379,0.7904761905
3963,8,5.5135501355,0.8228346457
3963,9,5.9488304094,0.8245614035
3964,0,29.5733333333,5.2678571429
3964,1,8.4873837219,6.1869158879
3964,2,9.0653997305,5.4861111111
3964,3,14.4967320261,5.0437956204
3964,4,48.5693430657,5.5368421053
3964,5,9.0181257204,5.0869565217
3964,6,28.4358974359,6.1666666667
3964,7,48.5693430657,6.2948717949
3964,8,29.5733333333,5.3177570093
3964,9,12.4141791045,6.0692307692
3965,0,50.3113772455,3.5062240664
3965,1,27.7293729373,3.1666666667
3965,2,18.1468682505,3.0116959064
3965,3,23.8693181818,2.9715909091
3965,4,12.283625731,3.0722891566
3965,5,18.1468682505,3.3844492441
3965,6,8.205078125,3.1666666667
3965,7,4.3556836652,2.9608433735
3965,8,4.6625971176,2.9759036145
3965,9,17.2172131148,2.993852459
3966,0,2.3046324912,1.2839116719
3966,1,1.6577027606,1.3531669866
3966,2,2.0279181957,1.2052469136
3966,3,17.3232044199,1.3943217666
3966,4,17.3232044199,1.4502923977
3966,5,2.0235563395,1.2463465553
3966,6,11.4434306569,1.2348066298
3966,7,9.2492625369,1.2846889952
3966,8,9.168128655,1.3110047847
3966,9,13.7824175824,1.2679558011
3967,0,86.992481203,11.5517241379
3967,1,210.3636363636,9.4903846154
3967,2,68.4615384615,8.5909090909
3967,3,86.992481203,9.149068323
3967,4,111.25,9.0829875519
3967,5,19.8456260721,12.7909090909
3967,6,49.4444444444,13.1727272727
3967,7,48.0082987552,10.2780082988
3967,8,71.8633540373,9.9419087137
