"id";"dataset_constants";"task_hetero";"machine_hetero";"no_tasks_dist";"no_tasks";"no_machines_dist";"no_machines"
4414;55;"medium";"low";"medium";13;"medium";58
4415;55;"medium";"medium";"medium";13;"medium";58
4416;55;"medium";"high";"medium";13;"medium";58
4417;55;"high";"low";"medium";13;"medium";58
4418;55;"high";"medium";"medium";13;"medium";58
4419;55;"high";"high";"medium";13;"medium";58
4420;55;"low";"low";"medium";13;"high";62
4421;55;"low";"medium";"medium";13;"high";62
4422;55;"low";"high";"medium";13;"high";62
4423;55;"medium";"low";"medium";13;"high";62
4424;55;"medium";"medium";"medium";13;"high";62
4425;55;"medium";"high";"medium";13;"high";62
4426;55;"high";"low";"medium";13;"high";62
4427;55;"high";"medium";"medium";13;"high";62
4428;55;"high";"high";"medium";13;"high";62
4429;55;"low";"low";"high";25;"low";4
4430;55;"low";"medium";"high";25;"low";4
4431;55;"low";"high";"high";25;"low";4
4432;55;"medium";"low";"high";25;"low";4
4433;55;"medium";"medium";"high";25;"low";4
4434;55;"medium";"high";"high";25;"low";4
4435;55;"high";"low";"high";25;"low";4
4436;55;"high";"medium";"high";25;"low";4
4437;55;"high";"high";"high";25;"low";4
4438;55;"low";"low";"high";25;"medium";62
4439;55;"low";"medium";"high";25;"medium";62
4440;55;"low";"high";"high";25;"medium";62
4441;55;"medium";"low";"high";25;"medium";62
4442;55;"medium";"medium";"high";25;"medium";62
4443;55;"medium";"high";"high";25;"medium";62
4444;55;"high";"low";"high";25;"medium";62
4445;55;"high";"medium";"high";25;"medium";62
4446;55;"high";"high";"high";25;"medium";62
4447;55;"low";"low";"high";25;"high";60
4448;55;"low";"medium";"high";25;"high";60
4449;55;"low";"high";"high";25;"high";60
4450;55;"medium";"low";"high";25;"high";60
4451;55;"medium";"medium";"high";25;"high";60
4452;55;"medium";"high";"high";25;"high";60
4453;55;"high";"low";"high";25;"high";60
4454;55;"high";"medium";"high";25;"high";60
4455;55;"high";"high";"high";25;"high";60
4456;56;"low";"low";"low";1;"low";3
4457;56;"low";"medium";"low";1;"low";3
4458;56;"low";"high";"low";1;"low";3
4459;56;"medium";"low";"low";1;"low";3
4460;56;"medium";"medium";"low";1;"low";3
4461;56;"medium";"high";"low";1;"low";3
4462;56;"high";"low";"low";1;"low";3
4463;56;"high";"medium";"low";1;"low";3
4464;56;"high";"high";"low";1;"low";3
4465;56;"low";"low";"low";1;"medium";17
4466;56;"low";"medium";"low";1;"medium";17
4467;56;"low";"high";"low";1;"medium";17
4468;56;"medium";"low";"low";1;"medium";17
4469;56;"medium";"medium";"low";1;"medium";17
4470;56;"medium";"high";"low";1;"medium";17
4471;56;"high";"low";"low";1;"medium";17
4472;56;"high";"medium";"low";1;"medium";17
4473;56;"high";"high";"low";1;"medium";17
4474;56;"low";"low";"low";1;"high";21
4475;56;"low";"medium";"low";1;"high";21
4476;56;"low";"high";"low";1;"high";21
4477;56;"medium";"low";"low";1;"high";21
4478;56;"medium";"medium";"low";1;"high";21
4479;56;"medium";"high";"low";1;"high";21
4480;56;"high";"low";"low";1;"high";21
4481;56;"high";"medium";"low";1;"high";21
4482;56;"high";"high";"low";1;"high";21
4483;56;"low";"low";"medium";41;"low";1
4484;56;"low";"medium";"medium";41;"low";1
4485;56;"low";"high";"medium";41;"low";1
4486;56;"medium";"low";"medium";41;"low";1
4487;56;"medium";"medium";"medium";41;"low";1
4488;56;"medium";"high";"medium";41;"low";1
4489;56;"high";"low";"medium";41;"low";1
4490;56;"high";"medium";"medium";41;"low";1
4491;56;"high";"high";"medium";41;"low";1
4492;56;"low";"low";"medium";41;"medium";20
4493;56;"low";"medium";"medium";41;"medium";20
4494;56;"low";"high";"medium";41;"medium";20
4495;56;"medium";"low";"medium";41;"medium";20
4496;56;"medium";"medium";"medium";41;"medium";20
4497;56;"medium";"high";"medium";41;"medium";20
4498;56;"high";"low";"medium";41;"medium";20
4499;56;"high";"medium";"medium";41;"medium";20
4500;56;"high";"high";"medium";41;"medium";20
4501;56;"low";"low";"medium";41;"high";22
4502;56;"low";"medium";"medium";41;"high";22
4503;56;"low";"high";"medium";41;"high";22
4504;56;"medium";"low";"medium";41;"high";22
4505;56;"medium";"medium";"medium";41;"high";22
4506;56;"medium";"high";"medium";41;"high";22
4507;56;"high";"low";"medium";41;"high";22
4508;56;"high";"medium";"medium";41;"high";22
4509;56;"high";"high";"medium";41;"high";22
4510;56;"low";"low";"high";49;"low";5
4511;56;"low";"medium";"high";49;"low";5
4512;56;"low";"high";"high";49;"low";5
4513;56;"medium";"low";"high";49;"low";5
4514;56;"medium";"medium";"high";49;"low";5
4515;56;"medium";"high";"high";49;"low";5
4516;56;"high";"low";"high";49;"low";5
4517;56;"high";"medium";"high";49;"low";5
4518;56;"high";"high";"high";49;"low";5
4519;56;"low";"low";"high";49;"medium";23
4520;56;"low";"medium";"high";49;"medium";23
4521;56;"low";"high";"high";49;"medium";23
4522;56;"medium";"low";"high";49;"medium";23
4523;56;"medium";"medium";"high";49;"medium";23
4524;56;"medium";"high";"high";49;"medium";23
4525;56;"high";"low";"high";49;"medium";23
4526;56;"high";"medium";"high";49;"medium";23
4527;56;"high";"high";"high";49;"medium";23
4528;56;"low";"low";"high";49;"high";19
4529;56;"low";"medium";"high";49;"high";19
4530;56;"low";"high";"high";49;"high";19
4531;56;"medium";"low";"high";49;"high";19
4532;56;"medium";"medium";"high";49;"high";19
4533;56;"medium";"high";"high";49;"high";19
4534;56;"high";"low";"high";49;"high";19
4535;56;"high";"medium";"high";49;"high";19
4536;56;"high";"high";"high";49;"high";19
4537;57;"low";"low";"low";11;"low";1
4538;57;"low";"medium";"low";11;"low";1
4539;57;"low";"high";"low";11;"low";1
4540;57;"medium";"low";"low";11;"low";1
4541;57;"medium";"medium";"low";11;"low";1
4542;57;"medium";"high";"low";11;"low";1
4543;57;"high";"low";"low";11;"low";1
4544;57;"high";"medium";"low";11;"low";1
4545;57;"high";"high";"low";11;"low";1
4546;57;"low";"low";"low";11;"medium";5
4547;57;"low";"medium";"low";11;"medium";5
4548;57;"low";"high";"low";11;"medium";5
4549;57;"medium";"low";"low";11;"medium";5
4550;57;"medium";"medium";"low";11;"medium";5
4551;57;"medium";"high";"low";11;"medium";5
4552;57;"high";"low";"low";11;"medium";5
4553;57;"high";"medium";"low";11;"medium";5
4554;57;"high";"high";"low";11;"medium";5
4555;57;"low";"low";"low";11;"high";5
4556;57;"low";"medium";"low";11;"high";5
4557;57;"low";"high";"low";11;"high";5
4558;57;"medium";"low";"low";11;"high";5
4559;57;"medium";"medium";"low";11;"high";5
4560;57;"medium";"high";"low";11;"high";5
4561;57;"high";"low";"low";11;"high";5
4562;57;"high";"medium";"low";11;"high";5
4563;57;"high";"high";"low";11;"high";5
4564;57;"low";"low";"medium";20;"low";1
4565;57;"low";"medium";"medium";20;"low";1
4566;57;"low";"high";"medium";20;"low";1
4567;57;"medium";"low";"medium";20;"low";1
4568;57;"medium";"medium";"medium";20;"low";1
4569;57;"medium";"high";"medium";20;"low";1
4570;57;"high";"low";"medium";20;"low";1
4571;57;"high";"medium";"medium";20;"low";1
4572;57;"high";"high";"medium";20;"low";1
4573;57;"low";"low";"medium";20;"medium";4
4574;57;"low";"medium";"medium";20;"medium";4
4575;57;"low";"high";"medium";20;"medium";4
4576;57;"medium";"low";"medium";20;"medium";4
4577;57;"medium";"medium";"medium";20;"medium";4
4578;57;"medium";"high";"medium";20;"medium";4
4579;57;"high";"low";"medium";20;"medium";4
4580;57;"high";"medium";"medium";20;"medium";4
4581;57;"high";"high";"medium";20;"medium";4
4582;57;"low";"low";"medium";20;"high";5
4583;57;"low";"medium";"medium";20;"high";5
4584;57;"low";"high";"medium";20;"high";5
4585;57;"medium";"low";"medium";20;"high";5
4586;57;"medium";"medium";"medium";20;"high";5
4587;57;"medium";"high";"medium";20;"high";5
4588;57;"high";"low";"medium";20;"high";5
4589;57;"high";"medium";"medium";20;"high";5
4590;57;"high";"high";"medium";20;"high";5
4591;57;"low";"low";"high";30;"low";1
4592;57;"low";"medium";"high";30;"low";1
4593;57;"low";"high";"high";30;"low";1
4594;57;"medium";"low";"high";30;"low";1
4595;57;"medium";"medium";"high";30;"low";1
4596;57;"medium";"high";"high";30;"low";1
4597;57;"high";"low";"high";30;"low";1
4598;57;"high";"medium";"high";30;"low";1
4599;57;"high";"high";"high";30;"low";1
4600;57;"low";"low";"high";30;"medium";5
4601;57;"low";"medium";"high";30;"medium";5
4602;57;"low";"high";"high";30;"medium";5
4603;57;"medium";"low";"high";30;"medium";5
4604;57;"medium";"medium";"high";30;"medium";5
4605;57;"medium";"high";"high";30;"medium";5
4606;57;"high";"low";"high";30;"medium";5
4607;57;"high";"medium";"high";30;"medium";5
4608;57;"high";"high";"high";30;"medium";5
4609;57;"low";"low";"high";30;"high";4
4610;57;"low";"medium";"high";30;"high";4
4611;57;"low";"high";"high";30;"high";4
4612;57;"medium";"low";"high";30;"high";4
4613;57;"medium";"medium";"high";30;"high";4
4614;57;"medium";"high";"high";30;"high";4
4615;57;"high";"low";"high";30;"high";4
4616;57;"high";"medium";"high";30;"high";4
4617;57;"high";"high";"high";30;"high";4
4618;58;"low";"low";"low";16;"low";4
4619;58;"low";"medium";"low";16;"low";4
4620;58;"low";"high";"low";16;"low";4
4621;58;"medium";"low";"low";16;"low";4
4622;58;"medium";"medium";"low";16;"low";4
4623;58;"medium";"high";"low";16;"low";4
4624;58;"high";"low";"low";16;"low";4
4625;58;"high";"medium";"low";16;"low";4
4626;58;"high";"high";"low";16;"low";4
4627;58;"low";"low";"low";16;"medium";17
4628;58;"low";"medium";"low";16;"medium";17
4629;58;"low";"high";"low";16;"medium";17
4630;58;"medium";"low";"low";16;"medium";17
4631;58;"medium";"medium";"low";16;"medium";17
4632;58;"medium";"high";"low";16;"medium";17
4633;58;"high";"low";"low";16;"medium";17
4634;58;"high";"medium";"low";16;"medium";17
4635;58;"high";"high";"low";16;"medium";17
4636;58;"low";"low";"low";16;"high";13
4637;58;"low";"medium";"low";16;"high";13
4638;58;"low";"high";"low";16;"high";13
4639;58;"medium";"low";"low";16;"high";13
4640;58;"medium";"medium";"low";16;"high";13
4641;58;"medium";"high";"low";16;"high";13
4642;58;"high";"low";"low";16;"high";13
4643;58;"high";"medium";"low";16;"high";13
4644;58;"high";"high";"low";16;"high";13
4645;58;"low";"low";"medium";38;"low";4
4646;58;"low";"medium";"medium";38;"low";4
4647;58;"low";"high";"medium";38;"low";4
4648;58;"medium";"low";"medium";38;"low";4
4649;58;"medium";"medium";"medium";38;"low";4
4650;58;"medium";"high";"medium";38;"low";4
4651;58;"high";"low";"medium";38;"low";4
4652;58;"high";"medium";"medium";38;"low";4
4653;58;"high";"high";"medium";38;"low";4
4654;58;"low";"low";"medium";38;"medium";15
4655;58;"low";"medium";"medium";38;"medium";15
4656;58;"low";"high";"medium";38;"medium";15
4657;58;"medium";"low";"medium";38;"medium";15
4658;58;"medium";"medium";"medium";38;"medium";15
4659;58;"medium";"high";"medium";38;"medium";15
4660;58;"high";"low";"medium";38;"medium";15
4661;58;"high";"medium";"medium";38;"medium";15
4662;58;"high";"high";"medium";38;"medium";15
4663;58;"low";"low";"medium";38;"high";13
4664;58;"low";"medium";"medium";38;"high";13
4665;58;"low";"high";"medium";38;"high";13
4666;58;"medium";"low";"medium";38;"high";13
4667;58;"medium";"medium";"medium";38;"high";13
4668;58;"medium";"high";"medium";38;"high";13
4669;58;"high";"low";"medium";38;"high";13
4670;58;"high";"medium";"medium";38;"high";13
4671;58;"high";"high";"medium";38;"high";13
4672;58;"low";"low";"high";61;"low";4
4673;58;"low";"medium";"high";61;"low";4
4674;58;"low";"high";"high";61;"low";4
4675;58;"medium";"low";"high";61;"low";4
4676;58;"medium";"medium";"high";61;"low";4
4677;58;"medium";"high";"high";61;"low";4
4678;58;"high";"low";"high";61;"low";4
4679;58;"high";"medium";"high";61;"low";4
4680;58;"high";"high";"high";61;"low";4
4681;58;"low";"low";"high";61;"medium";17
4682;58;"low";"medium";"high";61;"medium";17
4683;58;"low";"high";"high";61;"medium";17
4684;58;"medium";"low";"high";61;"medium";17
4685;58;"medium";"medium";"high";61;"medium";17
4686;58;"medium";"high";"high";61;"medium";17
4687;58;"high";"low";"high";61;"medium";17
4688;58;"high";"medium";"high";61;"medium";17
4689;58;"high";"high";"high";61;"medium";17
4690;58;"low";"low";"high";61;"high";16
4691;58;"low";"medium";"high";61;"high";16
4692;58;"low";"high";"high";61;"high";16
4693;58;"medium";"low";"high";61;"high";16
4694;58;"medium";"medium";"high";61;"high";16
4695;58;"medium";"high";"high";61;"high";16
4696;58;"high";"low";"high";61;"high";16
4697;58;"high";"medium";"high";61;"high";16
4698;58;"high";"high";"high";61;"high";16
4699;59;"low";"low";"low";4;"low";7
4700;59;"low";"medium";"low";4;"low";7
4701;59;"low";"high";"low";4;"low";7
4702;59;"medium";"low";"low";4;"low";7
4703;59;"medium";"medium";"low";4;"low";7
4704;59;"medium";"high";"low";4;"low";7
4705;59;"high";"low";"low";4;"low";7
4706;59;"high";"medium";"low";4;"low";7
4707;59;"high";"high";"low";4;"low";7
4708;59;"low";"low";"low";4;"medium";64
4709;59;"low";"medium";"low";4;"medium";64
4710;59;"low";"high";"low";4;"medium";64
4711;59;"medium";"low";"low";4;"medium";64
4712;59;"medium";"medium";"low";4;"medium";64
4713;59;"medium";"high";"low";4;"medium";64
4714;59;"high";"low";"low";4;"medium";64
4715;59;"high";"medium";"low";4;"medium";64
4716;59;"high";"high";"low";4;"medium";64
4717;59;"low";"low";"low";4;"high";88
4718;59;"low";"medium";"low";4;"high";88
4719;59;"low";"high";"low";4;"high";88
4720;59;"medium";"low";"low";4;"high";88
4721;59;"medium";"medium";"low";4;"high";88
4722;59;"medium";"high";"low";4;"high";88
4723;59;"high";"low";"low";4;"high";88
4724;59;"high";"medium";"low";4;"high";88
4725;59;"high";"high";"low";4;"high";88
4726;59;"low";"low";"medium";11;"low";10
4727;59;"low";"medium";"medium";11;"low";10
4728;59;"low";"high";"medium";11;"low";10
4729;59;"medium";"low";"medium";11;"low";10
4730;59;"medium";"medium";"medium";11;"low";10
4731;59;"medium";"high";"medium";11;"low";10
4732;59;"high";"low";"medium";11;"low";10
4733;59;"high";"medium";"medium";11;"low";10
4734;59;"high";"high";"medium";11;"low";10
4735;59;"low";"low";"medium";11;"medium";88
4736;59;"low";"medium";"medium";11;"medium";88
4737;59;"low";"high";"medium";11;"medium";88
4738;59;"medium";"low";"medium";11;"medium";88
4739;59;"medium";"medium";"medium";11;"medium";88
4740;59;"medium";"high";"medium";11;"medium";88
4741;59;"high";"low";"medium";11;"medium";88
4742;59;"high";"medium";"medium";11;"medium";88
4743;59;"high";"high";"medium";11;"medium";88
4744;59;"low";"low";"medium";11;"high";87
4745;59;"low";"medium";"medium";11;"high";87
4746;59;"low";"high";"medium";11;"high";87
4747;59;"medium";"low";"medium";11;"high";87
4748;59;"medium";"medium";"medium";11;"high";87
4749;59;"medium";"high";"medium";11;"high";87
4750;59;"high";"low";"medium";11;"high";87
4751;59;"high";"medium";"medium";11;"high";87
4752;59;"high";"high";"medium";11;"high";87
4753;59;"low";"low";"high";17;"low";30
4754;59;"low";"medium";"high";17;"low";30
4755;59;"low";"high";"high";17;"low";30
4756;59;"medium";"low";"high";17;"low";30
4757;59;"medium";"medium";"high";17;"low";30
4758;59;"medium";"high";"high";17;"low";30
4759;59;"high";"low";"high";17;"low";30
4760;59;"high";"medium";"high";17;"low";30
4761;59;"high";"high";"high";17;"low";30
4762;59;"low";"low";"high";17;"medium";68
4763;59;"low";"medium";"high";17;"medium";68
4764;59;"low";"high";"high";17;"medium";68
4765;59;"medium";"low";"high";17;"medium";68
4766;59;"medium";"medium";"high";17;"medium";68
4767;59;"medium";"high";"high";17;"medium";68
4768;59;"high";"low";"high";17;"medium";68
4769;59;"high";"medium";"high";17;"medium";68
4770;59;"high";"high";"high";17;"medium";68
4771;59;"low";"low";"high";17;"high";86
4772;59;"low";"medium";"high";17;"high";86
4773;59;"low";"high";"high";17;"high";86
4774;59;"medium";"low";"high";17;"high";86
4775;59;"medium";"medium";"high";17;"high";86
4776;59;"medium";"high";"high";17;"high";86
4777;59;"high";"low";"high";17;"high";86
4778;59;"high";"medium";"high";17;"high";86
4779;59;"high";"high";"high";17;"high";86
4780;60;"low";"low";"low";5;"low";3
4781;60;"low";"medium";"low";5;"low";3
4782;60;"low";"high";"low";5;"low";3
4783;60;"medium";"low";"low";5;"low";3
4784;60;"medium";"medium";"low";5;"low";3
4785;60;"medium";"high";"low";5;"low";3
4786;60;"high";"low";"low";5;"low";3
4787;60;"high";"medium";"low";5;"low";3
4788;60;"high";"high";"low";5;"low";3
4789;60;"low";"low";"low";5;"medium";19
4790;60;"low";"medium";"low";5;"medium";19
4791;60;"low";"high";"low";5;"medium";19
4792;60;"medium";"low";"low";5;"medium";19
4793;60;"medium";"medium";"low";5;"medium";19
4794;60;"medium";"high";"low";5;"medium";19
4795;60;"high";"low";"low";5;"medium";19
4796;60;"high";"medium";"low";5;"medium";19
4797;60;"high";"high";"low";5;"medium";19
4798;60;"low";"low";"low";5;"high";17
4799;60;"low";"medium";"low";5;"high";17
4800;60;"low";"high";"low";5;"high";17
4801;60;"medium";"low";"low";5;"high";17
4802;60;"medium";"medium";"low";5;"high";17
4803;60;"medium";"high";"low";5;"high";17
4804;60;"high";"low";"low";5;"high";17
4805;60;"high";"medium";"low";5;"high";17
4806;60;"high";"high";"low";5;"high";17
4807;60;"low";"low";"medium";6;"low";2
4808;60;"low";"medium";"medium";6;"low";2
4809;60;"low";"high";"medium";6;"low";2
4810;60;"medium";"low";"medium";6;"low";2
4811;60;"medium";"medium";"medium";6;"low";2
4812;60;"medium";"high";"medium";6;"low";2
4813;60;"high";"low";"medium";6;"low";2
4814;60;"high";"medium";"medium";6;"low";2
4815;60;"high";"high";"medium";6;"low";2
4816;60;"low";"low";"medium";6;"medium";16
4817;60;"low";"medium";"medium";6;"medium";16
4818;60;"low";"high";"medium";6;"medium";16
4819;60;"medium";"low";"medium";6;"medium";16
4820;60;"medium";"medium";"medium";6;"medium";16
4821;60;"medium";"high";"medium";6;"medium";16
4822;60;"high";"low";"medium";6;"medium";16
4823;60;"high";"medium";"medium";6;"medium";16
4824;60;"high";"high";"medium";6;"medium";16
4825;60;"low";"low";"medium";6;"high";19
4826;60;"low";"medium";"medium";6;"high";19
4827;60;"low";"high";"medium";6;"high";19
4828;60;"medium";"low";"medium";6;"high";19
4829;60;"medium";"medium";"medium";6;"high";19
4830;60;"medium";"high";"medium";6;"high";19
4831;60;"high";"low";"medium";6;"high";19
4832;60;"high";"medium";"medium";6;"high";19
4833;60;"high";"high";"medium";6;"high";19
4834;60;"low";"low";"high";16;"low";6
4835;60;"low";"medium";"high";16;"low";6
4836;60;"low";"high";"high";16;"low";6
4837;60;"medium";"low";"high";16;"low";6
4838;60;"medium";"medium";"high";16;"low";6
4839;60;"medium";"high";"high";16;"low";6
4840;60;"high";"low";"high";16;"low";6
4841;60;"high";"medium";"high";16;"low";6
4842;60;"high";"high";"high";16;"low";6
4843;60;"low";"low";"high";16;"medium";18
4844;60;"low";"medium";"high";16;"medium";18
4845;60;"low";"high";"high";16;"medium";18
4846;60;"medium";"low";"high";16;"medium";18
4847;60;"medium";"medium";"high";16;"medium";18
4848;60;"medium";"high";"high";16;"medium";18
4849;60;"high";"low";"high";16;"medium";18
4850;60;"high";"medium";"high";16;"medium";18
4851;60;"high";"high";"high";16;"medium";18
4852;60;"low";"low";"high";16;"high";16
4853;60;"low";"medium";"high";16;"high";16
4854;60;"low";"high";"high";16;"high";16
4855;60;"medium";"low";"high";16;"high";16
4856;60;"medium";"medium";"high";16;"high";16
4857;60;"medium";"high";"high";16;"high";16
4858;60;"high";"low";"high";16;"high";16
4859;60;"high";"medium";"high";16;"high";16
4860;60;"high";"high";"high";16;"high";16
4861;61;"low";"low";"low";16;"low";4
4862;61;"low";"medium";"low";16;"low";4
4863;61;"low";"high";"low";16;"low";4
4864;61;"medium";"low";"low";16;"low";4
4865;61;"medium";"medium";"low";16;"low";4
4866;61;"medium";"high";"low";16;"low";4
4867;61;"high";"low";"low";16;"low";4
4868;61;"high";"medium";"low";16;"low";4
4869;61;"high";"high";"low";16;"low";4
4870;61;"low";"low";"low";16;"medium";34
4871;61;"low";"medium";"low";16;"medium";34
4872;61;"low";"high";"low";16;"medium";34
4873;61;"medium";"low";"low";16;"medium";34
4874;61;"medium";"medium";"low";16;"medium";34
4875;61;"medium";"high";"low";16;"medium";34
4876;61;"high";"low";"low";16;"medium";34
4877;61;"high";"medium";"low";16;"medium";34
4878;61;"high";"high";"low";16;"medium";34
4879;61;"low";"low";"low";16;"high";24
4880;61;"low";"medium";"low";16;"high";24
4881;61;"low";"high";"low";16;"high";24
4882;61;"medium";"low";"low";16;"high";24
4883;61;"medium";"medium";"low";16;"high";24
4884;61;"medium";"high";"low";16;"high";24
4885;61;"high";"low";"low";16;"high";24
4886;61;"high";"medium";"low";16;"high";24
4887;61;"high";"high";"low";16;"high";24
4888;61;"low";"low";"medium";24;"low";2
4889;61;"low";"medium";"medium";24;"low";2
4890;61;"low";"high";"medium";24;"low";2
4891;61;"medium";"low";"medium";24;"low";2
4892;61;"medium";"medium";"medium";24;"low";2
4893;61;"medium";"high";"medium";24;"low";2
4894;61;"high";"low";"medium";24;"low";2
4895;61;"high";"medium";"medium";24;"low";2
4896;61;"high";"high";"medium";24;"low";2
4897;61;"low";"low";"medium";24;"medium";27
4898;61;"low";"medium";"medium";24;"medium";27
4899;61;"low";"high";"medium";24;"medium";27
4900;61;"medium";"low";"medium";24;"medium";27
4901;61;"medium";"medium";"medium";24;"medium";27
4902;61;"medium";"high";"medium";24;"medium";27
4903;61;"high";"low";"medium";24;"medium";27
4904;61;"high";"medium";"medium";24;"medium";27
4905;61;"high";"high";"medium";24;"medium";27
4906;61;"low";"low";"medium";24;"high";33
4907;61;"low";"medium";"medium";24;"high";33
4908;61;"low";"high";"medium";24;"high";33
4909;61;"medium";"low";"medium";24;"high";33
4910;61;"medium";"medium";"medium";24;"high";33
4911;61;"medium";"high";"medium";24;"high";33
4912;61;"high";"low";"medium";24;"high";33
4913;61;"high";"medium";"medium";24;"high";33
4914;61;"high";"high";"medium";24;"high";33
4915;61;"low";"low";"high";36;"low";5
4916;61;"low";"medium";"high";36;"low";5
4917;61;"low";"high";"high";36;"low";5
4918;61;"medium";"low";"high";36;"low";5
4919;61;"medium";"medium";"high";36;"low";5
4920;61;"medium";"high";"high";36;"low";5
4921;61;"high";"low";"high";36;"low";5
4922;61;"high";"medium";"high";36;"low";5
4923;61;"high";"high";"high";36;"low";5
4924;61;"low";"low";"high";36;"medium";35
4925;61;"low";"medium";"high";36;"medium";35
4926;61;"low";"high";"high";36;"medium";35
4927;61;"medium";"low";"high";36;"medium";35
4928;61;"medium";"medium";"high";36;"medium";35
4929;61;"medium";"high";"high";36;"medium";35
4930;61;"high";"low";"high";36;"medium";35
4931;61;"high";"medium";"high";36;"medium";35
4932;61;"high";"high";"high";36;"medium";35
4933;61;"low";"low";"high";36;"high";33
4934;61;"low";"medium";"high";36;"high";33
4935;61;"low";"high";"high";36;"high";33
4936;61;"medium";"low";"high";36;"high";33
4937;61;"medium";"medium";"high";36;"high";33
4938;61;"medium";"high";"high";36;"high";33
4939;61;"high";"low";"high";36;"high";33
4940;61;"high";"medium";"high";36;"high";33
4941;61;"high";"high";"high";36;"high";33
4942;62;"low";"low";"low";7;"low";7
4943;62;"low";"medium";"low";7;"low";7
4944;62;"low";"high";"low";7;"low";7
4945;62;"medium";"low";"low";7;"low";7
4946;62;"medium";"medium";"low";7;"low";7
4947;62;"medium";"high";"low";7;"low";7
4948;62;"high";"low";"low";7;"low";7
4949;62;"high";"medium";"low";7;"low";7
4950;62;"high";"high";"low";7;"low";7
4951;62;"low";"low";"low";7;"medium";52
4952;62;"low";"medium";"low";7;"medium";52
4953;62;"low";"high";"low";7;"medium";52
4954;62;"medium";"low";"low";7;"medium";52
4955;62;"medium";"medium";"low";7;"medium";52
4956;62;"medium";"high";"low";7;"medium";52
4957;62;"high";"low";"low";7;"medium";52
4958;62;"high";"medium";"low";7;"medium";52
4959;62;"high";"high";"low";7;"medium";52
4960;62;"low";"low";"low";7;"high";59
4961;62;"low";"medium";"low";7;"high";59
4962;62;"low";"high";"low";7;"high";59
4963;62;"medium";"low";"low";7;"high";59
4964;62;"medium";"medium";"low";7;"high";59
4965;62;"medium";"high";"low";7;"high";59
4966;62;"high";"low";"low";7;"high";59
4967;62;"high";"medium";"low";7;"high";59
4968;62;"high";"high";"low";7;"high";59
4969;62;"low";"low";"medium";18;"low";15
4970;62;"low";"medium";"medium";18;"low";15
4971;62;"low";"high";"medium";18;"low";15
4972;62;"medium";"low";"medium";18;"low";15
4973;62;"medium";"medium";"medium";18;"low";15
4974;62;"medium";"high";"medium";18;"low";15
4975;62;"high";"low";"medium";18;"low";15
4976;62;"high";"medium";"medium";18;"low";15
4977;62;"high";"high";"medium";18;"low";15
4978;62;"low";"low";"medium";18;"medium";49
4979;62;"low";"medium";"medium";18;"medium";49
4980;62;"low";"high";"medium";18;"medium";49
4981;62;"medium";"low";"medium";18;"medium";49
4982;62;"medium";"medium";"medium";18;"medium";49
4983;62;"medium";"high";"medium";18;"medium";49
4984;62;"high";"low";"medium";18;"medium";49
4985;62;"high";"medium";"medium";18;"medium";49
4986;62;"high";"high";"medium";18;"medium";49
4987;62;"low";"low";"medium";18;"high";52
4988;62;"low";"medium";"medium";18;"high";52
4989;62;"low";"high";"medium";18;"high";52
4990;62;"medium";"low";"medium";18;"high";52
4991;62;"medium";"medium";"medium";18;"high";52
4992;62;"medium";"high";"medium";18;"high";52
4993;62;"high";"low";"medium";18;"high";52
4994;62;"high";"medium";"medium";18;"high";52
4995;62;"high";"high";"medium";18;"high";52
4996;62;"low";"low";"high";37;"low";9
4997;62;"low";"medium";"high";37;"low";9
4998;62;"low";"high";"high";37;"low";9
4999;62;"medium";"low";"high";37;"low";9
5000;62;"medium";"medium";"high";37;"low";9
5001;62;"medium";"high";"high";37;"low";9
5002;62;"high";"low";"high";37;"low";9
5003;62;"high";"medium";"high";37;"low";9
5004;62;"high";"high";"high";37;"low";9
5005;62;"low";"low";"high";37;"medium";45
5006;62;"low";"medium";"high";37;"medium";45
5007;62;"low";"high";"high";37;"medium";45
5008;62;"medium";"low";"high";37;"medium";45
5009;62;"medium";"medium";"high";37;"medium";45
5010;62;"medium";"high";"high";37;"medium";45
5011;62;"high";"low";"high";37;"medium";45
5012;62;"high";"medium";"high";37;"medium";45
5013;62;"high";"high";"high";37;"medium";45
5014;62;"low";"low";"high";37;"high";56
5015;62;"low";"medium";"high";37;"high";56
5016;62;"low";"high";"high";37;"high";56
5017;62;"medium";"low";"high";37;"high";56
5018;62;"medium";"medium";"high";37;"high";56
5019;62;"medium";"high";"high";37;"high";56
5020;62;"high";"low";"high";37;"high";56
5021;62;"high";"medium";"high";37;"high";56
5022;62;"high";"high";"high";37;"high";56
5023;63;"low";"low";"low";2;"low";2
5024;63;"low";"medium";"low";2;"low";2
5025;63;"low";"high";"low";2;"low";2
5026;63;"medium";"low";"low";2;"low";2
5027;63;"medium";"medium";"low";2;"low";2
5028;63;"medium";"high";"low";2;"low";2
5029;63;"high";"low";"low";2;"low";2
5030;63;"high";"medium";"low";2;"low";2
5031;63;"high";"high";"low";2;"low";2
5032;63;"low";"low";"low";2;"medium";67
5033;63;"low";"medium";"low";2;"medium";67
5034;63;"low";"high";"low";2;"medium";67
5035;63;"medium";"low";"low";2;"medium";67
5036;63;"medium";"medium";"low";2;"medium";67
5037;63;"medium";"high";"low";2;"medium";67
